,id,message,original,genre,Priority
186,226,lot problems cap haitian hospital cannot take anymore people come help us please,Nou gen anpil pwoblem nan okap lopital paka pran moun anko vin ede nou stp,direct,2
187,227,need help rescuing someone rubble caraibean university delmas,Mwen bzwen pou yo eden pran yon reskape anba dekomb nan inivsite karayib blik delma 29#5,direct,1
188,228,please need humanitarian aid lwes region hit badly,SIL VOU PLE NOU BEZWEN ED IMANITE PASKE DEPATMAN LWES LA FRAPE ANPIL.,direct,1
189,229,good evening please come quickly assist homeless victims village morin section taifer municipality k fou carrefour thank you,"Bonsoir, prire de voler au secours des victimes sans abris qui sont  Morin, section communale de Taifer/commune de K-Fou. Merci",direct,1
190,230,cap haitian lot problems lack food medication housing,"NAN VIL OKAP GEN ANPIL PWOBLEM, TAN KOU : MANJE, MEDIKAMAN, KEK ABRI,",direct,1
191,231,asking united states agents send money cap haitian,NAP MANDE TOUT A jAN LES ZETANIUS SE POU YOVOYE AJAN NANCAP HAICIEN TOU,direct,1
192,233,hello brother sister jan rabel dont anyone us something population port au prince,Bonjou frem avek sem yo non janrabel nou pagen pesonne kap pase avek nou si nou gen yon bagay nou kafe pou popilasyon nou met feli paske nou soti poto p,direct,1
193,234,town jeremie grand anse department boyfriend died i m months pregnant money whatever deliverance january,Nou gen anpil problem nan lziwa paske provizyon alimenti men wote nan pris li ak dyaman fok leta kouri dey moun sa yo,direct,1
194,235,people delmas z silo hit head please send help,"Mwen gen yon moun nan Delmas 33 Zn Silo ki frape nan tet, tanpri voye yon kat fe m kado",direct,2
195,236,leogane st mathieu we need food water shelter rain,Nou rete leyogan rout avni st matye nou bezwen manje dlo ak prela poun ka f kay poun rete paske seren ap fin manje nou svp,direct,1
196,237,need send message organization support people hungry need food water,"kontre jounen jodia sitou apre dram ki rive peyia nou voye mesaj sa pou nou mande Oganizasyon an sip pou nou ede moun ki nan grangou, yo pa gen dlo, manje",direct,1
197,238,good morning emergency relief people southern part country area called gabyon people food water please need help,Bonjou ajan konsene nou yo nou gen nan depatman sid espesyalman sou teren gabyon moun yo pa gen mange menm dlo pou bwe tanpwi sove lavi yo souple mwen se fenol,direct,1
198,239,im haitian husband alive port au prince husband lost work pay family parts usa im thereas house still remains house crushed making something,"Mwen se ayisien mari mwen ap viv pot au prince mari m pedi travay li nou pagen pys fanmi ki Etas uni m pa gen kay poum rete, kay mwen kraze fe yon bagay",direct,1
199,240,good evening hope keep la tortue mind lot people coming island wounded clothes food people,"Bonswa, mwen swete nou panse a La Tortue, paske gen anpil moun ki antre nan zile a blese, yo pa gen rad pou yo mete sou yo, sitou nouriti pou moun sa yo",direct,1
200,241,port margot northern part country hrs driving cap haitian anything survive dying please help us,Nou pa gen anyen pou nou viv kote nou ye la nou nan necessiti nou nan nord du cote de port margot nou bezwen de koi pou nou viv nap mouri ede nou jan no,direct,1
201,242,thanks donors support,"ap tre enpotan, mesi pou atansyon tout kolaborati ak distribiti nou yo.",direct,2
202,243,please us anything,"souple w sa na fe pou yo nan ed nap bay yo, mesi deja.",direct,3
203,244,cannot locate map sure port au prince need aid nan delma rue de cosquer,Nou bezouin aide nan delma 9 rue du cosquer  16,direct,1
204,245,heard giving things out get anything eat drink please bring aide carrefour,Nou tande yo bay thodat majistra taba manje pou pap taba li pa bay yo nou pa gen anyen pou n manje pa gen dlo pote nou sekou nan kafou klsin pa dey,direct,2
205,246,house destroyed carrefour house destroyed port au prince money government gave lost children die hurt please help protect house,"Kay mwen kraze kafou dif kay mwen kraze potoprens, lajan leta kite nan menm pedi m gen timoun mouri men mwen pa blese si nou te ka fem fav bare kay kaf",direct,1
206,247,missing letter first probably t entire family would like obscured symbol probably do something livelihood port au prince,OUT FANMI MWEN MEN MWEN TA RENMEN NOU FE YON BAGAY POU MWEN PASQE PEN COTIDIEN MWEN SE POTOPRENS,direct,1
207,249,people st suzanne port au prince students came didnt bring clothes wear old students soeur remembered thanks soeur ade,Moune sainte suzanne ki te port au prince etidian yo yo vini yo pa pote menm rad pou yo mete ansyen elev lekol kay che soeur sonje yo mesi soeur ade,direct,1
208,250,good evening please help me since earthquake left port au prince wonder give digicel card call family parents,Bonswa silvouple mwen ka edem nan ka sa a depi apre siklne sa a mwen sot pa o prenc mwen pakonn si nou ka fem kado yon kat digicel poum ka rele fanmi m,direct,1
209,251,amachu humanitarian organization working delmas need aid many people food water,Nou se AMACHU kise association moderne appliquee pour le combat humanitaire kap travay nan delma 75 nou bezwen ed pou moun yo paske yo pagen dlo. manje,direct,1
210,253,medicine tent needed counting assistance people asking us find stuff them hot plate food per day thank you,medikaman ak pwela pou yo pare soley. Nou konte sou asistans nou paske moun yo ap di nou fe demach pou yo paske nou te konn ba yo yon pla cho pajou mesi,direct,1
211,254,milk protein soap juice antibiotics vitamins sardines hypotensives anxiolytics sleep aids hypoglycemiants antiflu antitussives anti aney,", LAIT, PROTEINE, SAVON, JUS, ANTIBIOTIQUES, VITAMINES, SARDINES, HYPOTENSEURS, ANXIOLITIQUES, SOMNIFERES, HYPOGLYCEMIANTS, ANTIGRIPPAL, ANTI-TUSSIF, ANTI-ANE",direct,1
212,255,thank good work country lot dead people lot people coming p a p us l artibonite,"Mwen salue nou, pou bon tray nap fe nan pey a. Mwen gen anpil moune ki viktim bo kote mwen e anpil lot ki soti portauprince ki avek NOU NAN LATIBONITE",direct,1
213,256,need medical equipment food area fontamara place,I need some equipement medicals and foods in the area of fontamara 43 place,direct,1
214,258,ddp committee wants alert emergency service lot people leave port au prince go torbeck sourthern part country without food money dying food,komite a d d p l a ap fe sevis urgence lan konnen gen anpil moun ki vini nan sud nan direksyon torbeck bereaud sans largent sans mange moun yo nan anpil grangou,direct,1
215,259,road south central leogane road goes sabouce ends deslandes gps coordinates available here,"Deslandes ( LeoganeHaiti ) de puis le. 12 janv nous sommes prives de : logement, nouriture et eau potable. Nous vous prions de nous aider dans la mesure tout e",direct,2
216,260,miques antihitamines diapers folic acid antifungus vitamin c feminine pads vaginal solutions klorox disinfectants,"MIQUES, ANTI-ISTAMINIQUES, DIPERS, ACIDES FOLLIQUES, ANTIFONGITES, VITAMINE C, SERVIETTES HYGIENIQUES, SOLUTIONS VAGINALES, KLOROX, FAB, DESINFECTANTS, PAPI",direct,2
217,261,hygienic mobile toilets batteries generators dlo toiletries clothes linens underwear women men,"ERS HYGIENIQUES, TOILETTES MOBILES, BATTERIES, GROUPES ELECTROGENES, DLO, PRODUITS DE TOILETTE, VETEMENTS, LINGERIES, SOUS-VETEMENTS. .. 289 FEMMES, 181 HOMME",direct,2
218,262,taking case consideration movement peasants cane deslands please advise,n prenant notre cas en consideration. Mouvement des paysans canne cotard de Delandes. ( M. P. C. D ).,direct,1
219,263,limited means certain patients come capital,t avec des moyens limites. Certains patients viennent de la Capital,direct,2
220,265,st nicholas hospital saint marc need water food medicine many people leaving capital come city now send help,"Nou nan lopital sen nikola senmak, nou bewen dlo, manje, medikaman. Epi anpil moun kite kapital la pou vini nan vil la, nou mande pou d yo vini nan vil la.",direct,1
221,266,friends i m living difficult situation family living paris want communicate need help put top phone incomplete contextual educated guess mete ti kat pou mwen please top phone,"( Mes amis map viv nan yon sitiyasyon ki vreman konplike, mwen gen fanmi mwen kap viv a paris mwen vle kominike avek yo, paske mwen bezwen ed yo mete ti k",direct,1
222,267,afka oragnisation city arcahaie lot houses damaged need help,Nou se ganizasyon afla ki nan sant vil akay plis travay nan monn yo ki gen anpil kay ki kraze moun yo pa gen sekou nou bezwen ed pou nou al ede yo,direct,1
223,268,jean rabel hit stomach,Mwen nan janrabel mwen te poto prans mwen fwape nan lestomak lap m,direct,1
224,269,lot people saint marc park originally st marc left port au prince tried escape tragedy anything please come help them,Genyen anpil moun ki pa moun saint marc yo sou plas grangou ap touye yo vinn ede yo sil vous plait,direct,1
225,271,simple citizen lives area mole saint nicolas missing word probably want haitian international leaders know area also need obscured symbol probably aid it s cut there,Mwen yon senp sitwayen kap viv nan zone mole-saint-nicolas map tout otorite haitien tankou a letranje konnen ke nan zone sa a nou bezwen ed tou paske tou,direct,1
226,272,us temporary shelter grand goave every day people coming lot problems like need drinkable water food medicine,"Nou anviron 500 a 600 moun nan abri pwoviswa grangwav e chak jou moun yo ap vini plis toujou, nou gen anpil pwoblem tankou dlo potab, manje, medikaman,",direct,1
227,273,asking shelter asking help please can t take anymore things become expansive money buy it grand goave kanpion campion before message incomplete,"lojman nou mande sekou souple paske nou pa kapab ank. paske tout bagay vinn che pa gen lajan pou nou achte anyen. Min adres nou grangwav, nan kanpion avan",direct,1
228,274,even clothes wear,unen ak anydmdn menm rad mwen pa gen pou metdmd.,direct,3
229,275,reponsable authorities please broken leg lost evrything home stay money food,Otorite reskonsab pyem kase tout afm pedi mwen pagen kay poum rete lajan nouriti,direct,1
230,276,good evening staff radio nirvana someone living sleeping streets port au prince needs help go cap haitien doesn t,"Bonswa atout estaf Radyo Nirvana-a. se yon moun ke nou genyen kap demi nan lari potoprens nan moman kriz sa-a, ki andifikilte poul vini isit okap, li pa",direct,1
231,277,money pay bus people north know go already lost many present moment case do,"gen lajan poul peye bis, li pa moun nan n, li pap konnen ki kote poul f le li rive isit okap, enou deja pedi plizy nan moman-an. Nan ka sa-a Kman nou",direct,1
232,278,hello carrefour truitier road jasmin villa b needs incomplete,Hello! Bon soir.  carefour route truitier villa jasmin B #132 a be,direct,1
233,279,area near mountain hungry sick water please remember us,Nou nan zon kadera b ansey aquobois sou yon min nou grangou nap demi nan seren nou malad nou pa gen dlo svp panse ak nou nou o nonb de 200 se vwa popila,direct,1
234,280,come back nothing clothes put,tounen ak anyen menm rad mwen pa gen pou mwen mete.,direct,3
235,281,send cards airtime calling cards digicel clients,Voy cat pou clyen digicel,direct,2
236,282,fontamara polish church body christ people need please advise,Fontamara 43p polonge leglise corp de christ ya des personns kibesoin,direct,1
237,283,need food water croix des bouquets noailles,Gen noailles croix des bouquets bo kote mormon an ak kmep fleryo ki bzwen dlo ak manje,direct,2
238,284,digicel please put credit phones,Digicel voye ti cat pou clyen an yo,direct,2
239,289,i d like know buses taking people les cayes free,Mwen ta renmen konnen eske gen bus ki mennen moun okay gratis?,direct,2
240,290,good evening please need help delma number water food tents thank understanding,"Bonswa s. v. p nou bezwen ed delma 16 nimewo 27 nou pa gen dlo, nou pa gen manje nou pa gen tant mesi pou konperansyon nou.",direct,1
241,291,come help us enough water food delmas,"Vini nou an ed paske nou pa gen tant dlo ak manje. nan delma 16, 27",direct,2
242,292,good afternoon live dubois top mountain saint antoine hunger killing us need help,Bonswa. Se abitan Dibwa ( anwo nan min saint Antoine ) la fen ap fin touye nou. Nou bezwen ed.,direct,1
243,293,manager digicel phone compagny sent phone cards clients,Patron digicel voye ti cat pou clyen yo,direct,1
244,294,good morning good evening would like radio announcement diaster everything streets piling up,Bonjou e bonswa lavwadmrik m. Ta renmen nou ta fe menm yon emsyon sou desantralizasyon paske tout bagay gonfle proprens se youn nan koz ki fe tout moun,direct,1
245,295,survivors lalue near olympic market,Survivants a office needs lalue a cote dolympic market,direct,2
246,296,us people matye grand rivye seksyon leoganne waiting help bringing us patiently cause can t wait anymore,Nou menm mounn matye 3me seksion gran riviy leogann nap tout yap pote pou nou yo paske nou preske paka sipte anko,direct,2
247,298,want make call can t crowd relatives cannot hear favor please,Mwen anvi fe yon apel mwen pakapab gen yon bann fanmi mwen m pa tande fem fave mesi,direct,3
248,299,people food neither would need find hot plates food till,MOUN YO PA GEN MANJE TOU FK YO TA JWEN KEK PLA CHO ANNA TANDAN YO,direct,2
249,301,someone left home never remembered call family never know happen,"u lye a ki ala kanpay la gen yen ed koman yap f jwenn yo moun sa a kite kite lakay li ki pat janm songe rele fanmi w e kipa gen den, moun sa a vin gen",direct,2
250,302,alot problems money people,yen lot problem li pa gen gaden li pa la jan koman nap ede moun yo.,direct,2
251,303,need help seguineau road corner nazon bertholy really need water,Nous avons besoind aide rlle seguineau nazon angle rue bartholy sutou de leau potabl,direct,1
